prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
grass,0.005176544189453125,0.0021915435791015625,0.03375244140625,0.0013294219970703125,0.01148223876953125,0.7802734375,0.01544952392578125,0.11236572265625,0.032196044921875,0.005954742431640625,003a08eff81fe589f95102bf2ce1ecf5.png
grass,0.00829315185546875,0.011688232421875,0.0276031494140625,0.00103759765625,0.005435943603515625,0.8193359375,0.017822265625,0.07275390625,0.0284881591796875,0.00731658935546875,006d04cdfa79fac8f108a0a1cd34d0f8.png
grass,0.01203155517578125,0.0177764892578125,0.0169677734375,0.004093170166015625,0.004711151123046875,0.56201171875,0.197265625,0.0592041015625,0.01384735107421875,0.11236572265625,019ff91c745f8cbb28143d5fa94c636f.png
grass,0.00896453857421875,0.002529144287109375,0.04345703125,0.003002166748046875,0.01151275634765625,0.6904296875,0.022186279296875,0.1800537109375,0.0225372314453125,0.0154876708984375,02253976dfd287ae8bbc339fedb9a6c5.png
grass,0.0031337738037109375,0.0030384063720703125,0.01361846923828125,0.0009264945983886719,0.00763702392578125,0.92529296875,0.00508880615234375,0.0095062255859375,0.019805908203125,0.01201629638671875,0277499e3a9d8c193a50be9eeaa32cd4.png
grass,0.024261474609375,0.0151824951171875,0.03265380859375,0.00800323486328125,0.0171966552734375,0.5029296875,0.052978515625,0.2734375,0.06494140625,0.0086517333984375,0315c0744aa6146d0b59842544b414b4.png
grass,0.0005140304565429688,0.0003070831298828125,0.0175628662109375,0.00013208389282226562,0.0030517578125,0.9443359375,0.0006918907165527344,0.021514892578125,0.0118865966796875,0.00020444393157958984,03bab00004bfabe0b9af6abe7185424c.png
grass,0.0045928955078125,0.005367279052734375,0.0318603515625,0.000904083251953125,0.0126800537109375,0.66064453125,0.007110595703125,0.053375244140625,0.22119140625,0.0023097991943359375,03e2583d5887c6a4ad0940643fb8541f.png
grass,0.0029697418212890625,0.00521087646484375,0.0229949951171875,0.0007624626159667969,0.002105712890625,0.84912109375,0.01531219482421875,0.08538818359375,0.007465362548828125,0.00846099853515625,058ac66308a8e5349b165bde4b0d30dd.png
grass,0.0211181640625,0.0271148681640625,0.04266357421875,0.00396728515625,0.0122222900390625,0.65673828125,0.08221435546875,0.10723876953125,0.03271484375,0.01384735107421875,0677d96cd342524fe231900e03a485a3.png
grass,0.0149688720703125,0.003444671630859375,0.0288543701171875,0.0020904541015625,0.008392333984375,0.607421875,0.0288543701171875,0.245361328125,0.0201416015625,0.040679931640625,06e309acc238470889ab4bb3dffd232e.png
grass,0.006320953369140625,0.002719879150390625,0.0489501953125,0.005756378173828125,0.021392822265625,0.578125,0.0321044921875,0.181884765625,0.05377197265625,0.06903076171875,07dffd4f3e85b61b46ecc469f5dd10de.png
grass,0.0247344970703125,0.0099945068359375,0.07501220703125,0.00655364990234375,0.017547607421875,0.45947265625,0.1180419921875,0.09783935546875,0.04620361328125,0.14453125,07e5158b5744ba3d068280bb25b5ccee.png
grass,0.006038665771484375,0.0025959014892578125,0.0180206298828125,0.00189971923828125,0.0093536376953125,0.5966796875,0.0171966552734375,0.286376953125,0.052154541015625,0.00949859619140625,091dfb73779ae12318ff61aa6d814b27.png
grass,0.0103302001953125,0.0033550262451171875,0.034942626953125,0.00519561767578125,0.0193023681640625,0.6005859375,0.034942626953125,0.24267578125,0.024017333984375,0.0247802734375,0960cb6bae8b792fcb9e21668e37ce9f.png
grass,0.003559112548828125,0.0008454322814941406,0.03173828125,0.0007009506225585938,0.004360198974609375,0.884765625,0.004863739013671875,0.053955078125,0.01322174072265625,0.0020923614501953125,096bed953370b4a029021cab36a8e801.png
grass,0.0005130767822265625,0.00012576580047607422,0.007781982421875,0.00018584728240966797,0.0009007453918457031,0.9423828125,0.000820159912109375,0.0338134765625,0.0109710693359375,0.0023365020751953125,09deedd514bd29a7943129e3de927d5c.png
grass,0.002185821533203125,0.00152587890625,0.00934600830078125,0.0006361007690429688,0.0030345916748046875,0.8955078125,0.004146575927734375,0.05548095703125,0.021392822265625,0.006626129150390625,0a1b87184a75a374331643cfd54dc60d.png
grass,0.00685882568359375,0.004940032958984375,0.0258941650390625,0.003910064697265625,0.0157012939453125,0.69970703125,0.02508544921875,0.1536865234375,0.0413818359375,0.0228424072265625,0a7cd45243e1569448cd9a3c389cad42.png
grass,0.051116943359375,0.1368408203125,0.155029296875,0.005306243896484375,0.00931549072265625,0.2255859375,0.2186279296875,0.115234375,0.057952880859375,0.0249176025390625,0a95804ecaccbe6264d5a4ebbc2e831a.png
grass,0.00887298583984375,0.00930023193359375,0.0241241455078125,0.0028362274169921875,0.00795745849609375,0.59375,0.048736572265625,0.1324462890625,0.043670654296875,0.12841796875,0b10fed04c430c9ba9c27da2d505d49c.png
grass,0.0042877197265625,0.00533294677734375,0.05059814453125,0.0022945404052734375,0.010772705078125,0.720703125,0.01450347900390625,0.051422119140625,0.08612060546875,0.053863525390625,0b2cb0e0117337c4dcc7fc5da0d59102.png
grass,0.0161590576171875,0.0186004638671875,0.0369873046875,0.0047760009765625,0.01043701171875,0.55224609375,0.131103515625,0.059112548828125,0.035308837890625,0.13525390625,0cb6b69f950a0ad6d3c593b442231c32.png
grass,0.0021686553955078125,0.0043792724609375,0.01505279541015625,0.0009622573852539062,0.003688812255859375,0.69189453125,0.0190277099609375,0.1593017578125,0.0111846923828125,0.09222412109375,0cc349f1c4abd834750eb0ea24271905.png
grass,0.00736236572265625,0.012725830078125,0.0163421630859375,0.0018329620361328125,0.0034236907958984375,0.65234375,0.055267333984375,0.1285400390625,0.017120361328125,0.1048583984375,0cdebcfe775242617c5dfbf2cacdd45e.png
grass,0.0018262863159179688,0.0016117095947265625,0.018157958984375,0.0009326934814453125,0.0034122467041015625,0.76025390625,0.0097198486328125,0.14501953125,0.01287841796875,0.046356201171875,0d2ca9081802b66a1082f2e29e92195b.png
