prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
paving_stones,0.0014081933768466115,0.009416195563971996,4.1978986700996757e-05,3.996870873379521e-05,2.6047355277114548e-05,9.59786575549515e-07,0.00014638248831033707,0.004616865422576666,0.9841857552528381,0.00011763017391785979,013c4d1eb8f0e6d09d3506e69c2677c4.png
paving_stones,0.03477795422077179,0.029750792309641838,0.007002219092100859,0.0029557677917182446,0.002317019272595644,7.251240458572283e-05,0.001604634104296565,0.015048583038151264,0.906432032585144,3.851163637591526e-05,0144ebc3606a3de74528b5a0353f8df0.png
paving_stones,0.05322851985692978,0.07982838898897171,5.2986342780059204e-05,0.004705378785729408,0.004521701950579882,0.0020588610786944628,0.010714168660342693,0.01997528038918972,0.824309766292572,0.0006050771335139871,01587414f7e8693a05f13f9ba4457798.png
paving_stones,0.0003666999691631645,0.006881374400109053,0.00021263481175992638,4.493996675591916e-05,4.358839214546606e-05,4.880960477748886e-05,0.0002682445337995887,0.10338331758975983,0.8868218064308167,0.0019285519374534488,01beabd884a7d4d05af069ec25c096bf.png
paving_stones,0.03702349215745926,0.2932881712913513,0.0006738644442521036,0.0016805458581075072,4.491094659897499e-05,6.582213973160833e-05,0.0011296304874122143,0.0030157221481204033,0.6628792881965637,0.00019860288011841476,0232a3fc9749bf264986c7db2073d1ad.png
paving_stones,0.028586123138666153,0.024916810914874077,0.00020661074086092412,0.0005640051094815135,0.00011570067727006972,3.8571983168367296e-05,0.0007313930545933545,0.004646697081625462,0.9394546747207642,0.0007393823470920324,02a52b33878ad11325d5f02e82eea302.png
paving_stones,0.004747976548969746,0.018119247630238533,2.1868212570552714e-05,0.00014076217485126108,0.0002673368144314736,1.0631727491272613e-05,0.00031652950565330684,0.001587185077369213,0.9745124578475952,0.00027600821340456605,02d52c1394ea304ccd28d85219120140.png
paving_stones,0.05982734635472298,0.008224569261074066,0.028785962611436844,0.11255348473787308,0.01716620847582817,9.384220174979419e-05,0.0027986105997115374,0.027579156681895256,0.7425554990768433,0.0004152993205934763,0326767272fea5fa5a8cd1e746915908.jpg
cobblestone,0.029132220894098282,0.4908750057220459,0.0017064055427908897,0.046277303248643875,0.0014735970180481672,0.0001115290287998505,0.002440055599436164,0.013354199007153511,0.40943172574043274,0.0051980153657495975,038552b8bef8f7170072a4d76bbb2b17.png
cobblestone,0.23502209782600403,0.6294558048248291,0.006301518529653549,0.019804051145911217,0.0012982456246390939,0.0014515609946101904,0.012444316409528255,0.014507093466818333,0.07790369540452957,0.0018115552375093102,03a69e4b089e5655d8cd3c3e5fab8e99.png
asphalt,0.7779508233070374,0.006056162063032389,0.00012719168444164097,0.002185904188081622,0.00010930698772426695,0.00012454947864171118,0.0006463788449764252,0.012685504741966724,0.19975771009922028,0.0003564485814422369,047b845a32d4f0776d63ec0c968f2114.png
paving_stones,0.04019433259963989,0.01972028985619545,0.0019346157787367702,0.212776318192482,0.030001331120729446,0.00022014071873854846,0.010932868346571922,0.03504207730293274,0.6489091515541077,0.0002688704407773912,050984e684db66e2ab8a3ce41939ddf4.png
paving_stones,0.018788086250424385,0.019748417660593987,0.012752678245306015,0.002648926805704832,0.0009052109671756625,3.962968185078353e-05,0.0009155808365903795,0.0031238903757184744,0.9395606517791748,0.0015170248225331306,051dfb4fcd8d614685f9975e6d0d19f7.png
paving_stones,0.04604988917708397,0.013336819596588612,0.002554042963311076,0.03108103945851326,0.003936735447496176,0.00216880370862782,0.008820144459605217,0.025550086051225662,0.852605402469635,0.013897066004574299,0531970994aa1e3908bfa60a46683b45.png
paving_stones,0.001355813816189766,0.004838456399738789,0.001994208199903369,2.5592053134460002e-05,3.215195101802237e-05,6.701368420181097e-07,2.1567611838690937e-05,0.00469650374725461,0.986916184425354,0.00011883041588589549,0562b64ffde684b0a8c63ad65d9b8385.png
paving_stones,0.0007757909479551017,0.12218564748764038,0.0004141436074860394,0.0010106995468959212,0.0009230298455804586,0.00012518660514615476,0.00033228026586584747,0.009043247438967228,0.8651681542396545,2.179553484893404e-05,058a19dfb6a505baad0c4d9eab03bba9.png
paving_stones,0.020389072597026825,0.03936248645186424,0.013358733616769314,0.0003005546168424189,1.8753551557892933e-05,0.00010906356328632683,0.0009287268621847034,0.0038190577179193497,0.9214727878570557,0.0002406636776868254,05f1a5ae938b5e4bc8ef40660f574d06.png
asphalt,0.5219162702560425,0.27740979194641113,0.00956532172858715,0.06152419000864029,0.00044160769903101027,0.007214969489723444,0.04310049116611481,0.03015081025660038,0.04714740812778473,0.001529203960672021,063991387315c5b28aa146ae25c16653.png
paving_stones,0.08056247234344482,0.11117185652256012,0.0015593628631904721,0.24013370275497437,0.0007911393768154085,0.00011075389920733869,0.1119890883564949,0.14577741920948029,0.3075859248638153,0.0003183083317708224,065979eddffd1b35a258f35c9d442dad.png
paving_stones,0.04372873157262802,0.020245959982275963,0.0002841564128175378,0.007996897213160992,0.005819359328597784,0.00031276885420084,0.0009988007368519902,0.002710334025323391,0.9177349805831909,0.0001680401328485459,06bfe4638de5ea4e649dd8c636976f29.png
paving_stones,0.011138073168694973,0.017222054302692413,0.00025494402507320046,0.000472193380119279,4.0270508179673925e-05,0.0037682042457163334,0.004425436723977327,0.04501890763640404,0.9089634418487549,0.008696439675986767,06db9d4f39089caad92e5052baf1e720.png
paving_stones,0.032537925988435745,0.012906603515148163,0.0006953031988814473,0.04527726396918297,0.00949877966195345,4.086788612767123e-05,0.00038556079380214214,0.00936640240252018,0.8887107968330383,0.0005805023247376084,073247bdcdd122ab2c1e6ff1299ae990.png
paving_stones,0.002480102237313986,0.18863826990127563,0.0018416076200082898,0.0029526634607464075,0.002720370190218091,3.170305353705771e-05,0.0020714125130325556,0.0041216337122023106,0.7950970530509949,4.516891931416467e-05,0752ce207a4f25632eb15b7696f57f64.png
paving_stones,0.011488663032650948,0.08315958082675934,0.016865206882357597,0.0018531562527641654,0.0025125432293862104,0.0007410621037706733,0.004016594961285591,0.004248978104442358,0.8749196529388428,0.00019448850071057677,078e2e906f0b20212c374c3b2c0e5bf4.png
paving_stones,0.0035097342915832996,0.010934172198176384,0.0009247337002307177,0.002200024900957942,0.0013771133963018656,0.00027189168031327426,0.00042224815115332603,0.029192345216870308,0.9510695934295654,9.82302735792473e-05,07978ce69b566ae7d29fa510b121ed33.png
paving_stones,0.06727314740419388,0.052938226610422134,0.011052815243601799,0.08938392996788025,0.008169569075107574,0.00012044432514812797,0.002039097249507904,0.3084823787212372,0.46049028635025024,5.0165210268460214e-05,07d27e138f04cfaf9c05574075d6ad94.png
paving_stones,0.0014522179262712598,0.012480000033974648,2.2843436454422772e-05,0.000156461275764741,0.0002986003237310797,1.7007365386234596e-05,8.135548705467954e-05,0.001180712366476655,0.9843095541000366,1.205280113936169e-06,0874c6c4ed6ed8bc2e7cf1ba5a566e10.png
cobblestone,0.0015517107676714659,0.8677831292152405,0.0007636880618520081,0.005576702766120434,0.0007999780355021358,0.001755128731019795,0.004428851883858442,0.006673343945294619,0.11064065247774124,2.682627018657513e-05,09586200e2aa739565813692f56f9396.png
paving_stones,0.005402360577136278,0.06057773530483246,0.0019102749647572637,0.0006786578451283276,0.00012634426821023226,0.00021054496755823493,0.0010021651396527886,0.006893612444400787,0.9230349659919739,0.00016342369781341404,0a1c8a4d6869c91b9797ae7993b49754.png
paving_stones,0.007201315835118294,0.02656523697078228,0.00010485119128134102,0.003302024444565177,0.0006472548120655119,4.0460756281390786e-05,0.00037382723530754447,0.0008171494118869305,0.9608940482139587,5.367402627598494e-05,0a4a3ad6c47ddfdf1e6e1c78966d1834.png
grass,0.0336143858730793,0.039645370095968246,0.0001691003271844238,0.12242510914802551,0.018958164379000664,0.4592021405696869,0.07445340603590012,0.20936569571495056,0.02100912295281887,0.021157508715987206,0b2dc731c3300a919048da6d6e59e1f8.png
paving_stones,0.04015890881419182,0.008232560008764267,0.0004256907559465617,0.0018536577699705958,0.0002533213119022548,8.51714430609718e-05,0.0013854897115379572,0.014954685233533382,0.9316168427467346,0.001033598673529923,0c9df97bb21943a0a62d899cb30c9298.png
paving_stones,0.0653250515460968,0.12483834475278854,0.0018684188835322857,0.0003280864330008626,2.1566303985309787e-05,3.8623943510174286e-06,0.0005663617048412561,0.000949436507653445,0.8059128522872925,0.0001860835327534005,0d78e4d38460a0b54bcd8988dbc2048c.png
concrete,0.042004574090242386,0.027931062504649162,0.0006993525312282145,0.4063110649585724,0.06182916834950447,0.0006723375990986824,0.0016429027309641242,0.1609475314617157,0.29696428775787354,0.000997771741822362,0d9f99ba69b07379bf06f4cd08b65af3.png
paving_stones,0.0024863772559911013,0.06345170736312866,0.0027611807454377413,0.004580218344926834,0.001239326549693942,3.9624347891731304e-07,0.0003571868874132633,0.0007000346085987985,0.9244155287742615,7.921355972939637e-06,0e4eae3155752d68101acdfe58b5fe01.png
paving_stones,0.00030324378167279065,0.0007333368994295597,0.00029313465347513556,4.129382796236314e-05,1.4151447430776898e-05,2.233182567579206e-05,0.00020714246784336865,0.0012416938552632928,0.9970000386238098,0.000143670171382837,0fbecab7358fdc026207812484293815.png
paving_stones,0.0011028957087546587,0.23547253012657166,0.00010966484114760533,0.0008288336102850735,0.00044073458411730826,7.701475988142192e-05,0.0005062056588940322,0.004154924303293228,0.756622850894928,0.0006843621958978474,10daf708b2795c734f978772145e7e07.png
paving_stones,0.02061864547431469,0.015354247763752937,0.00035598620888777077,0.0032883065287023783,0.00029316937434487045,0.00016181521641556174,0.0017294214339926839,0.03129131719470024,0.9266974329948425,0.00020963781571481377,114d7eb4bf0ad1f3447489ba8bcee2b9.png
paving_stones,0.01930435374379158,0.2273109257221222,0.004234105348587036,0.010160152800381184,0.0030029916670173407,0.00015022477600723505,0.003015745896846056,0.08393813669681549,0.6482406258583069,0.000642782892100513,11cf4ae376743810649364eba854de3a.png
paving_stones,0.0020179941784590483,0.008462756872177124,0.00027784507256001234,5.922323907725513e-05,6.051792297512293e-05,3.599409319576807e-05,0.0001520526857348159,0.003334975568577647,0.9855026006698608,9.612000576453283e-05,11ea07fd1562b21c72a2ff8377264373.png
paving_stones,0.001219704165123403,0.0862354040145874,0.0006344419671222568,0.00026899855583906174,0.00012475425319280475,8.787571459833998e-06,0.0002213726402260363,0.0008581396541558206,0.9104040861129761,2.4121325623127632e-05,1213b8a50c954918d594dd34ba855164.png
paving_stones,0.02537141926586628,0.006436960771679878,0.0005642304313369095,0.0003545251383911818,5.4030555475037545e-05,5.7592733355704695e-05,0.000479495880426839,0.019535262137651443,0.9462478160858154,0.0008986536995507777,127b188e53b3e580491ec80e7078d91c.png
paving_stones,0.02448907308280468,0.0004172932240180671,0.0009913668036460876,0.02706333063542843,0.04254964366555214,6.410564674297348e-05,0.00033363053807988763,0.002344834618270397,0.901677131652832,6.953188858460635e-05,12a77c88fb59e5b37822f99e481e8729.png
paving_stones,0.0010334127582609653,0.1703629195690155,4.02728037443012e-05,0.00023852485173847526,6.085809218348004e-05,3.2501370696991216e-06,0.0003770113689824939,0.0019600705709308386,0.8257125616073608,0.00021113599359523505,12af81cb426f159fc9b0e8386ef9f177.png
ground,0.03094818815588951,0.03626459091901779,0.0701676532626152,0.07279100269079208,0.0062415748834609985,0.0027890207711607218,0.03841981664299965,0.7014868855476379,0.03959013149142265,0.0013012225972488523,1364da1ae17947328f48464557bcd9d7.png
paving_stones,0.035894110798835754,0.0895318016409874,0.0019194483757019043,0.006192841567099094,0.00040438625728711486,6.638900231337175e-05,0.01379482727497816,0.0064431969076395035,0.8453648090362549,0.0003881031007040292,13dec6fe87421fca90d34e19f5b79121.png
paving_stones,0.0010408124653622508,0.013989596627652645,0.0012146997032687068,8.974583761300892e-05,6.596800812985748e-05,9.051250344782602e-06,7.743631431367248e-05,7.348070357693359e-05,0.9832525253295898,0.00018663301307242364,141126824459bd9c486b1239145394d6.png
paving_stones,0.0015135365538299084,0.01675550267100334,0.0013014244614169002,0.013556034304201603,0.008236590772867203,2.4230825147242285e-05,0.0002907395246438682,0.014264872297644615,0.9440498352050781,7.213207481981954e-06,142cd1576124a8d49857707ba5d0778c.png
paving_stones,0.08600126951932907,0.2800053656101227,0.009376853704452515,0.00038297692663036287,0.00010685798770282418,0.00023983277787920088,0.006993451155722141,0.00989086739718914,0.5974387526512146,0.009563765488564968,14601ea9e54eba29d98afbb645aab104.png
paving_stones,0.00314349215477705,0.007507435977458954,0.0003540785110089928,0.005773853976279497,0.0025192752946168184,1.4918909982952755e-05,0.00023076392244547606,0.003977628890424967,0.9764546751976013,2.3894523110357113e-05,176d80f8efc7f261dd5c1f89ebd498c3.png
paving_stones,0.017917804419994354,0.045450806617736816,0.0032804852817207575,0.003996172919869423,0.0008221660391427577,1.4169965652399696e-05,0.0009791286429390311,0.003284091129899025,0.9242429137229919,1.2336230611253995e-05,17c59a1dc94ea71253cd064e6fc9033f.png
paving_stones,0.0869494155049324,0.08296675980091095,0.002798900008201599,0.016908206045627594,0.008744899183511734,6.687034328933805e-05,0.006177922710776329,0.005836769472807646,0.7891570925712585,0.00039317362825386226,17c69fd979284c67e25bb13913bed638.png
paving_stones,0.021294649690389633,0.09125693142414093,0.0013220830587670207,0.07083359360694885,0.004006094299256802,0.0008362865773960948,0.016528332605957985,0.23767511546611786,0.5529992580413818,0.003247664077207446,18e44810ae739ce16209afca6aa97d6e.png
paving_stones,0.1075323075056076,0.17767739295959473,0.016717812046408653,0.019039535894989967,0.009725408628582954,4.5239530663820915e-06,0.004201284144073725,0.012438085861504078,0.6525800824165344,8.344157686224207e-05,1925517dc01ac415c1092c2227cec1f9.jpg
paving_stones,0.0009810739429667592,0.03616959974169731,0.00030496541876345873,0.001755604287609458,0.00033103302121162415,1.8265747030454804e-06,0.0001636658125789836,0.000551439996343106,0.9597353339195251,5.4800666475784965e-06,195e025084b63c90aba51345f4496356.png
paving_stones,0.057048991322517395,0.07554017007350922,0.0099180918186903,0.006474291440099478,0.0030709230341017246,4.2898325773421675e-05,0.0014195465482771397,0.028946444392204285,0.8174358010292053,0.00010294462845195085,1b1aeb1225fb8e9ccefac0a1dd1afa78.png
paving_stones,0.046006422489881516,0.15647710859775543,0.0014829867286607623,0.000592615979257971,0.000121586155728437,7.71664417698048e-05,0.00047730057849548757,0.011582034640014172,0.7830648422241211,0.00011796678882092237,1b1c0a783198acf31a7eb2c094d9418b.png
paving_stones,0.007917276583611965,0.10273430496454239,0.000429711421020329,0.0015440775314345956,0.00040013654506765306,2.8139670575910714e-06,0.0003337327507324517,0.002109779277816415,0.8844506740570068,7.740417640889063e-05,1b786187e2a0f0172659a7316a63b61c.png
paving_stones,0.004539095796644688,0.02456987276673317,0.0008883588598109782,0.0026605091989040375,0.0014066076837480068,5.769489143858664e-05,0.0003482434549368918,0.026893265545368195,0.9385924339294434,4.3986659875372425e-05,1bfc820d38366833ebd271e5be4b0746.png
paving_stones,0.06979231536388397,0.009829606860876083,0.0007207227172330022,0.0015903672901913524,0.0017082535196095705,1.3294187738210894e-05,0.00024719146313145757,0.009374468587338924,0.9066666960716248,5.717653039027937e-05,1c30f789451f6ae3192495ce04ff8e1d.png
paving_stones,0.011891580186784267,0.046572741121053696,0.016119811683893204,0.02415885590016842,0.006999238859862089,3.5084947285213275e-06,0.00040489769889973104,0.0007554939948022366,0.8918188810348511,0.0012750597670674324,1c4d9f44f3028c6c08b4a878a9315d8d.png
cobblestone,0.029855458065867424,0.5963824391365051,0.04609767720103264,0.017971443012356758,0.007070466876029968,0.000962349004112184,0.013988382183015347,0.06603917479515076,0.22125767171382904,0.0003750284668058157,1dfdcdfc68fb6f149127dac01a34df88.png
paving_stones,0.0015545800561085343,0.008394495584070683,0.000982936704531312,6.38399797026068e-05,0.00011670073581626639,2.9945042570034275e-06,2.5025663489941508e-05,0.005108952056616545,0.9834107756614685,0.00033967566560022533,1f1511751c8f4eeb1af5f91b55f037ca.png
paving_stones,0.05375979468226433,0.006576565094292164,0.0021908895578235388,0.0035107543226331472,0.002081291051581502,0.00013460034097079188,0.0005186378839425743,0.034883949905633926,0.8963255882263184,1.7907643268699758e-05,1f2e3b9c9f8769426ec05bb443c64242.png
paving_stones,0.011005988344550133,0.05047163739800453,0.00498373806476593,0.0012864400632679462,0.0004565053095575422,4.314772741054185e-05,0.002739909803494811,0.005806455388665199,0.9231917858123779,1.4391664990398567e-05,202f14a4d67d9862bd87644adf52ce1b.png
