prediction,asphalt,cobblestone,compacted,concrete,concrete_plates,grass,gravel,ground,paving_stones,sett,filename
paving_stones,0.002872018376365304,0.027087640017271042,9.720194066176191e-05,0.00010054391896119341,0.00019206271099392325,2.5044873837032355e-06,8.485311263939366e-05,0.006599393207579851,0.9628974795341492,6.62363599985838e-05,013c4d1eb8f0e6d09d3506e69c2677c4.png
paving_stones,0.02117960713803768,0.07236606627702713,0.004949262831360102,0.008695716969668865,0.002951928647235036,0.0006106218788772821,0.006754957605153322,0.08381571620702744,0.7924006581306458,0.006275414954870939,0144ebc3606a3de74528b5a0353f8df0.png
paving_stones,0.018846819177269936,0.045850932598114014,0.0009812157368287444,0.007075190544128418,0.27224352955818176,1.9583781067922246e-06,7.60695620556362e-05,0.0031548799015581608,0.6517256498336792,4.373772026156075e-05,01587414f7e8693a05f13f9ba4457798.png
paving_stones,0.0011432134779170156,0.026697129011154175,0.0003352391649968922,6.489276711363345e-05,0.0001067122066160664,1.4666305105492938e-05,0.00010514669702388346,0.0069462936371564865,0.9638577103614807,0.000728893093764782,01beabd884a7d4d05af069ec25c096bf.png
paving_stones,0.00700996583327651,0.07464706897735596,0.00028088464750908315,8.94807162694633e-05,0.00037163717206567526,8.270367106888443e-05,0.0005266256048344076,0.006364897359162569,0.9103714823722839,0.00025530438870191574,0232a3fc9749bf264986c7db2073d1ad.png
paving_stones,0.01671283319592476,0.03319581598043442,0.000391609180951491,0.0006810403428971767,0.00026831356808543205,0.0002188368671340868,0.0009491753880865872,0.0041696857661008835,0.9430854320526123,0.0003273090987931937,02a52b33878ad11325d5f02e82eea302.png
paving_stones,0.003425962058827281,0.16968528926372528,0.00036563293542712927,0.0012779441894963384,0.003020179457962513,2.2917138267075643e-05,0.0002163103490602225,0.02129722200334072,0.8003484606742859,0.00034018323640339077,02d52c1394ea304ccd28d85219120140.png
paving_stones,0.0011225906200706959,0.0028689110185950994,0.0018925560871139169,0.012261196970939636,0.02705373615026474,3.517131699481979e-05,0.00016449282702524215,0.019902192056179047,0.9346482157707214,5.1068123866571113e-05,0326767272fea5fa5a8cd1e746915908.jpg
paving_stones,0.00026353320572525263,0.08149826526641846,2.470942126819864e-05,2.997085357492324e-05,0.00014039190136827528,6.847618010397127e-07,0.00011124633601866663,0.000375683099264279,0.9175430536270142,1.2444244021025952e-05,038552b8bef8f7170072a4d76bbb2b17.png
paving_stones,0.018215490505099297,0.06126546859741211,0.00037085640360601246,0.00031795931863598526,0.0030570891685783863,2.361344377277419e-05,0.0004004888469353318,0.0030808548908680677,0.9130065441131592,0.000261668668827042,03a69e4b089e5655d8cd3c3e5fab8e99.png
paving_stones,0.22383514046669006,0.04905090481042862,0.00021689019922632724,0.00016835605492815375,0.0004886792157776654,6.452183242799947e-06,0.0004612166085280478,0.002084899228066206,0.7236161828041077,7.12718247086741e-05,047b845a32d4f0776d63ec0c968f2114.png
paving_stones,0.016275746747851372,0.015987176448106766,0.0004658818361349404,0.009535443037748337,0.014950313605368137,4.767614518641494e-05,0.0013067499967291951,0.012458737939596176,0.9286801218986511,0.0002920994011219591,050984e684db66e2ab8a3ce41939ddf4.png
paving_stones,0.008830768056213856,0.01952383480966091,0.00508689321577549,0.0008354525780305266,0.007203779183328152,1.048379999701865e-05,0.001284493482671678,0.010340096428990364,0.944904625415802,0.00197966443374753,051dfb4fcd8d614685f9975e6d0d19f7.png
paving_stones,0.0131906783208251,0.016627829521894455,0.0011959803523495793,0.0006102536572143435,0.0013969644205644727,4.952512608724646e-05,0.00045223222696222365,0.01425221748650074,0.9512068033218384,0.0010175943607464433,0531970994aa1e3908bfa60a46683b45.png
paving_stones,0.005001266021281481,0.0729389414191246,0.0038891551084816456,0.00010609714081510901,0.00024941808078438044,1.4335276318888646e-05,0.00036933881347067654,0.013374308124184608,0.9037013649940491,0.0003558318130671978,0562b64ffde684b0a8c63ad65d9b8385.png
paving_stones,0.001768514746800065,0.03913324326276779,6.380252307280898e-05,0.0013272295473143458,0.0010239029070362449,1.154938308900455e-05,0.0003073083353228867,0.000897940481081605,0.9553729295730591,9.358387615066022e-05,058a19dfb6a505baad0c4d9eab03bba9.png
paving_stones,0.01172996312379837,0.0644695907831192,0.0019069963600486517,8.85552290128544e-05,2.6530262402957305e-05,3.020258736796677e-05,0.0008996216929517686,0.005660561379045248,0.9144997000694275,0.0006882229936309159,05f1a5ae938b5e4bc8ef40660f574d06.png
paving_stones,0.014846357516944408,0.15386393666267395,0.0005658821319229901,0.0013927716063335538,0.004000464454293251,5.319892807165161e-05,0.0016844888450577855,0.016938330605626106,0.806441605091095,0.00021299732907209545,063991387315c5b28aa146ae25c16653.png
paving_stones,0.006898179650306702,0.04743046686053276,0.00020884645346086472,0.0026634247042238712,0.0030768592841923237,3.5527144063962623e-05,0.005355744156986475,0.01096548791974783,0.9232854843139648,8.004173287190497e-05,065979eddffd1b35a258f35c9d442dad.png
paving_stones,0.005423331167548895,0.023063350468873978,0.0002031743642874062,0.0025296660605818033,0.022140372544527054,7.51939933252288e-06,0.00015614776930306107,0.00203141150996089,0.9444252848625183,1.9740931747946888e-05,06bfe4638de5ea4e649dd8c636976f29.png
paving_stones,0.0027433750219643116,0.09321987628936768,0.00044841074850410223,7.716573600191623e-05,0.00020894284534733742,4.3361207644920796e-05,0.00037670842721126974,0.007910211570560932,0.8945042490959167,0.0004677311226259917,06db9d4f39089caad92e5052baf1e720.png
paving_stones,0.007993733510375023,0.010691431351006031,9.750575554789975e-05,0.001342476811259985,0.006157410331070423,2.26389729505172e-05,0.00022295121743809432,0.003692605532705784,0.9682394862174988,0.0015398267423734069,073247bdcdd122ab2c1e6ff1299ae990.png
paving_stones,0.017162347212433815,0.3064444065093994,0.003904039040207863,0.00690801115706563,0.012175058014690876,0.0003631865547504276,0.004375160671770573,0.013621095567941666,0.6345989108085632,0.0004477374895941466,0752ce207a4f25632eb15b7696f57f64.png
paving_stones,0.05437752231955528,0.2072862833738327,0.005961887538433075,0.018328530713915825,0.011640992946922779,0.009248334914445877,0.013793601654469967,0.22086858749389648,0.45580223202705383,0.0026920351665467024,078e2e906f0b20212c374c3b2c0e5bf4.png
paving_stones,0.027009770274162292,0.07902355492115021,0.001081424648873508,0.008013823069632053,0.005928416736423969,0.00015451762010343373,0.0025332311633974314,0.009952479973435402,0.8655470013618469,0.0007557988865301013,07978ce69b566ae7d29fa510b121ed33.png
paving_stones,0.04887939244508743,0.029768619686365128,0.0010490382555872202,0.024834973737597466,0.003568558720871806,0.0001410775730619207,0.009383044205605984,0.028405524790287018,0.8532148003578186,0.0007549240253865719,07d27e138f04cfaf9c05574075d6ad94.png
paving_stones,0.004989739041775465,0.10624487698078156,0.0016190478345379233,0.0037284987047314644,0.040143903344869614,0.0005250827525742352,0.0022516355384141207,0.10518228262662888,0.7352651357650757,4.986337444279343e-05,0874c6c4ed6ed8bc2e7cf1ba5a566e10.png
paving_stones,0.0005766142858192325,0.1691090613603592,6.937385478522629e-05,0.0005930497427470982,0.0009719723602756858,0.00012518820585682988,0.0006040929001756012,0.002985531697049737,0.8249459266662598,1.9207995137549005e-05,09586200e2aa739565813692f56f9396.png
paving_stones,0.0007416810840368271,0.04709670692682266,0.0002133203379344195,0.00028257229132577777,0.0008508882601745427,5.838092329213396e-05,0.000234635837841779,0.004103867337107658,0.9462441802024841,0.00017379908240400255,0a1c8a4d6869c91b9797ae7993b49754.png
